"","gene1","gene2","P_Value","Corr","L10p"
"1","BNC2","CASZ1",1.91476489134444e-31,0.776153511476217,30.7
"2","BNC2","CHAT",4.78550006549964e-06,0.363639301338507,5.3
"3","BNC2","ETV1",1.08728935067544e-07,-0.417227904502418,7
"4","BNC2","ETV3",0.0769110287747179,-0.14487882237154,1.1
"5","BNC2","GAL",2.48849203756021e-05,-0.336921422128362,4.6
"6","BNC2","GFRA1",1.5737070926552e-12,-0.535966533681643,11.8
"7","BNC2","NOS1",0.000569179468982022,-0.278110740682597,3.2
"8","BNC2","RET",4.18964706616226e-08,-0.429370634333975,7.4
"9","BNC2","TBX3",1.86939894584696e-09,-0.465950761862109,8.7
"10","BNC2","VIP",0.000285289588598016,-0.292201813760465,3.5
"11","BNC2","ZFHX4",1.16442435605733e-07,-0.416336513636831,6.9
"12","CASZ1","CHAT",3.41938964039187e-15,0.585816016872699,14.5
"13","CASZ1","ETV1",3.61516918506781e-05,-0.330514232842581,4.4
"14","CASZ1","ETV3",0.122351042302473,-0.126698082282754,0.9
"15","CASZ1","GAL",1.56145183697599e-05,-0.344723901711235,4.8
"16","CASZ1","GFRA1",3.49803058341196e-20,-0.660875455474896,19.5
"17","CASZ1","NOS1",0.00117620361298742,-0.26245521158964,2.9
"18","CASZ1","RET",0.00221095574390877,-0.248032933368796,2.7
"19","CASZ1","TBX3",0.000307562412323487,-0.290703175142015,3.5
"20","CASZ1","VIP",0.000383306945986728,-0.286266144387129,3.4
"21","CHAT","GAL",0.00320543957661722,-0.239146135665667,2.5
"22","CHAT","GFRA1",5.31979720415001e-10,-0.479593423936398,9.3
"23","CHAT","NOS1",0.0543590746198798,-0.157426981630854,1.3
"24","CHAT","RET",0.609765910281082,0.0420076184099999,0.2
"25","CHAT","VIP",0.0570736654756009,-0.155712189945442,1.2
"26","ETV1","CHAT",0.50477828968925,-0.0548775520423474,0.3
"27","ETV1","GAL",6.79058161238006e-34,0.794660275813558,33.2
"28","ETV1","GFRA1",0.00197449585635142,0.250678190716756,2.7
"29","ETV1","NOS1",5.73368412289846e-27,0.737092853955457,26.2
"30","ETV1","RET",9.08591396253089e-52,0.887906771744996,51
"31","ETV1","VIP",9.63809871517397e-34,0.79356390833225,33
"32","ETV3","CHAT",0.842448534256289,-0.016364701523099,0.1
"33","ETV3","ETV1",0.481893513199047,0.0578568416919752,0.3
"34","ETV3","GAL",0.524698519871859,0.052341180337561,0.3
"35","ETV3","GFRA1",0.0972466939066196,0.135911688038907,1
"36","ETV3","NOS1",0.279962196939225,0.0887830171459766,0.6
"37","ETV3","RET",0.977241212301371,0.00234893019163719,0
"38","ETV3","VIP",0.483106163966452,0.057697103989251,0.3
"39","GAL","GFRA1",3.45606183783979e-08,0.431764689428892,7.5
"40","GAL","NOS1",8.75935108862201e-52,0.887965596209905,51.1
"41","GAL","RET",2.43822542479858e-28,0.74985632333503,27.6
"42","GAL","VIP",5.62668608186202e-40,0.833563027570192,39.2
"43","NOS1","GFRA1",4.56414169066932e-07,0.398008837366823,6.3
"44","RET","GFRA1",0.0203414175782753,0.189293988006041,1.7
"45","RET","NOS1",9.91491260695844e-19,0.641055170879581,18
"46","TBX3","CHAT",0.460921270965527,0.0606547439248881,0.3
"47","TBX3","ETV1",7.19196976439386e-39,0.827144920562033,38.1
"48","TBX3","ETV3",0.285006544060059,0.087860979053801,0.5
"49","TBX3","GAL",6.64144982788104e-18,0.62909877206544,17.2
"50","TBX3","GFRA1",0.00117472401467009,0.262483184449549,2.9
"51","TBX3","NOS1",1.57544746444723e-16,0.607972856358129,15.8
"52","TBX3","RET",4.69516634107979e-45,0.859841730544704,44.3
"53","TBX3","VIP",3.84435614108637e-19,0.646820788299194,18.4
"54","VIP","GFRA1",0.000659369089388433,0.275012225465044,3.2
"55","VIP","NOS1",1.65497181166414e-43,0.852351816576004,42.8
"56","VIP","RET",3.08277580704395e-22,0.686569818402137,21.5
"57","ZFHX4","CASZ1",0.000167868108372667,-0.302548305127558,3.8
"58","ZFHX4","CHAT",0.129944264236343,0.124203592295703,0.9
"59","ZFHX4","ETV1",1.03766222100242e-17,0.626216563575037,17
"60","ZFHX4","ETV3",0.414678580627463,0.0670867867960491,0.4
"61","ZFHX4","GAL",0.000115618146215743,0.309598828573081,3.9
"62","ZFHX4","GFRA1",0.000401650200759268,0.285314641231278,3.4
"63","ZFHX4","NOS1",0.000109006661623338,0.310696143255132,4
"64","ZFHX4","RET",1.36816986971814e-14,0.575252505798242,13.9
"65","ZFHX4","TBX3",2.35450974956923e-19,0.649756529544515,18.6
"66","ZFHX4","VIP",8.18561568089476e-11,0.498859834582992,10.1
